,comment,title,date,name,stars
10320,"un posto magico, verde curato, percorsi spettacolari, non sembra di stare a new york.tappa obbligatoria per chi va a visitare la grande mela",verde a new york, 7 ottobre 2019,EffeG89,5.0
10321,"Milanese purosangue, ci sono passato davanti mille volte e mai avrei pensato di visitare l'interno di questa chiesa e trovarmi davanti una bellezza simile.",Una chicca sconosciuta di Milano, 12 febbraio 2015,Frank B,5.0
10322,"Che sia di mattina, di pomeriggio o di sera, i Navigli meritano sempre una visita. Forse il momento più bello é quello dal tramonto in poi, quando si iniziano a popolare e inizia il momento dell'Happy hour. ",Bellissima passeggiata, 11 febbraio 2018,Happy_tourist0829,5.0
10323,"zona spettacolare, soprattutto il maggiore diventato tutto pedonale,allestito nei weekend x mercatini,ovunque riqualificati qcs edificio per locali di ogni genere che insieme alle botteghe artigiane,piccole gallerie di design etno-chic ,ristoranti, pub,rendono i navigli veramente un occasione di aggregazione sociale e culturale della città tutta che si amalgama anche ai turisti,creando un atmosfera di movida modaiola mista a un aria vagamente bohemien. assolutamente da frequentare!!!!",riqualificazione spettacolare , 19 gennaio 2019,929alice,5.0
10324,Volete trascorrere una serata romantica con la vostra ragazza?Consiglio di portarla a cenare sui navigli di Milano😁 dove la vita notturna e i vari locali e ristoranti vi lasceranno sbalorditi...,Serata Romantica, 25 maggio 2016,domenico_bellissimo,5.0
10325," bellissima visita al Museo del Prado davanti a capolavori di artisti europei tra cui in maggioranza gli italiani. Tele del 500 / 600. Museo ben organizzato, consiglio vivamente di vedere.",Weekend a Madrid, 9 febbraio 2019,antonellohanni,4.0
10326,"Sono stata con il mio fidanzato, all’inizio ero scettica, ma appena sono salita...ragazzi che meraviglia io credo che almeno una volta nella vita una persona debba vedere il Duomo di Milano dall’alto! CONSIGLIATISSIMO!",Che vista!, 2 novembre 2019,Grazia87,5.0
10327,"Posto molto suggestivo e romantico, dove puoi semplicemente fare una passeggiata,  bere un aperitivo o mangiare qualcosa.  Un posto dove se si viene a Milano si deve visitare ",Romantico , 10 settembre 2018,Paco978,5.0
10328,"Un posto di Milano recuperato da alcuni anni che vale assolutamente la pena di visitare, pieno di locali, bar e artisti di strada. Simpatica serata.",Luminosi, 30 settembre 2018,TravellerL1381NR,4.0
10329,Navigli si trova a circa 20 chilometri da Milano. Troverete molti ristoranti intorno al Navigli Canal. È possibile avere una bella passeggiata per tutto il giorno. L'unico problema è lo spazio per il parcheggio.,Vale la pena visitare, 19 febbraio 2017,anandasmurthy75,4.0
10330,Sia internamente che esternamente é uno spettacolo continuo. La salita sulle guglie la ciliegia sulla torta ,Da rimanere a bocca aperta, 29 luglio 2020,Leonardo,5.0
10331,"Una chiesa da visitare più volte perchè ogni volta si scoprono particolari che non si erano visti la volta precedente. Perchè non c'è un angolo non affrescato. Notevole l'organo, il coro, i matronei, tutto perfettamente restaurato. Sicuramente consigliata la visita.",Da restare incantati, 13 settembre 2016,Ornella C,5.0
10332,Stupenda so raggiunge facilmenteRaggiungibile a piedi Oppure con metropolitana O autobusDa. Visitare,Vacanza , 22 gennaio 2018,simonetta a,5.0
10333,"Se siete turisti e vi volete godere milano come facciamo noi milanesi, non potete saltare la tappa obbligatoria dell'aperitivo sui navigli. ",Poesia di Milano, 12 maggio 2019,Gius - All Around the World,5.0
10334,"Uno dei più preziosi monumenti di Milano, a lungo dimenticato (orari di apertura limitati e poi lunghissimi restauri). Ora si può comodamente visitare in tutto il suo splendore grazie ai volontari del T.C.I. È un vero tripudio di affreschi rinascimentali di diversi autori, tra cui spicca Bernardino Luini. Molto particolare la divisione in due ambienti distinti, uno per i fedeli e l'altro sul retro per le suore di clausura, entrambi affrescati e visitabili.  Lo splendido organo del '500 è tuttora attivo. Si esce passando dal cortile del Museo Archeologo. Se avete tempo si consiglia la visita.","La ""Cappella Sistina di Milano"". Un tesoro indimenticabile.", 28 dicembre 2018,Rosangela F,5.0
10335,"Che dire? La adoro. Uno scrigno di santi a colori vivaci, sotto una volta ramificata. La ""Cappella Sistina"" di Milano è sempre una gioia per gli occhi e per lo spirito. I volontari Touring che collaborano per poterla tenere aperta poi sono sempre gentilissimi ",Sempre uno splendore, 1 novembre 2019,Daniela T,5.0
10336,Non ci sono parole per descrivere questo immenso parco verde al centro di New York ...anche se ho sofferto un freddo pazzesco dato che ci sono stati a gennaio ne è valsa la pena ,Fantastico, 24 settembre 2015,pasquale R,5.0
10337,Consigliatissimo!! Una vista meravigliosa sulla città. In generale consiglio di prenotare in anticipo anche se non abbiamo avuto particolari problemi con gli ingressi scaglionati!Ben organizzati e senza eccessive attese,Vista mozzafiato, 16 agosto 2020,Stefi pubbli,5.0
10338,la porta di brademburgo è spettacolare e la piazza è sempre piena di vita e di gente che guarda affascinata questo straodinario monumento,piazza, 29 luglio 2019,francescogiaquinta,5.0
10339,"Atmosfera magica, in una piazza sempre viva e dinamica che si confronta con la storia e solidità. Perfettamente illuminata di giorno e di notte per regalare emozioni ",Sempre speciale , 3 marzo 2019,Liliana Z,5.0
10340,"prendete due giorni liberi per riuscire a vedere qualcosa, immenso bellissimo , fate attenzione alle biglietterie prima di fare i biglietti, sono previsti sconti per tutti",bellezza, 19 marzo 2019,Francesco L,5.0
10341,"Non è questa la sede per disquisire sulle opere e l'arte quindi cercherò di dare informazioni utili:1. Comprate assolutamente i biglietti online per evitare la coda lunghissima. In questo caso, con biglietto alla mano, potete fare l accesso dall'ingresso di Puerta de Los Jeronimos dove non c'è la biglietteria per paganti ma solo per chi ha già il ticket. In ogni caso ci sono addetti anche all ingresso da Puerta Goya che vi faranno comunque passare avanti anche se è più indagini sono2. Passerete un controllo di sicurezza con tanto di metal detector (come in quasi tutti i grandi musei) quindi evitate di andare con borse grandi e zaini perché verranno perquisiti3. Se non avete voglia di seguire un tour guidato con guida privata, che potete tranquillamente prendere al momento, è sicuramente un ottimo investimento l audioguida, disponibile ad ogni ingresso al Museo. Prendete anche una mappa gratuita molto ben fatta ed intuitiva4. I piani principali sono 3 e vi sono caffetterie e zone riposo (ne avrete bisogno!) ad ogni piano ( con ovviamente prezzi carissimi)5. Non c'è nessuna zona fumatori, neanche nei bar e nei patii aperti, uscire a fumare per strada per poi rientrare è un impresa. Dovete puntare sulla gentilezza dell' addetto alla sicurezza di turno e sperare che non sia dato in pausa quando tornate!",Notizie utili (fumatori leggete!), 9 ottobre 2022,Serena D,5.0
10342,"Visitare Central Park significa staccare la spina dalla citta' pur rimanendoci dentro, sdraiati sul prato immersi nel verde ma con lo sguardo sullo sfondo dei grattacieli tutti intorno. E' talmente grande che pur essendo la terza volta che lo visito non l'ho ancora girato tutto. Pero' mi sento di dire a tutti che questo posto e' imprescindibile se passate da qui. Piccola chicca: c'e' un monumento a Giuseppe Mazzini che moltissimi la' neanche conoscono :-)",imprescindibile se visitate NY, 7 ottobre 2019,Sergio_Monza,5.0
10343,"È  uno dei musei più  importanti del mondo. Posso aggiungere ben poco, sarei banale e presuntuoso. Divo solanente che non si può  visitare una città  così  bella e affascinante senza visitare il Prado, sarebbe una colpevole follia.",Arte & Cuktura, 19 giugno 2018,TISCO51,4.0
10344,Central park...l'isola verde di New York. Devo dire che è molto strano camminare in questo parco gigante incorniciato dai grattacieli. Però dopo qualche giorno nella metropoli hai bisogno di rigenerarti con un po' di natura. Noi abbiamo avuto la fortuna di visitarlo in autunno quindi i colori sono meravigliosi. Central park è molto curato nelle zone principali mentre nelle stradine secondarie è un po'lasciato andare ma penso sia capibile visto l'enormità di questo parco. Ci sono scoiattoli ovunque che ti si avvicinano in cerca di cibo. Che carini. Nel complesso molto bello.,Scoiattoli e scoiattoli..., 12 novembre 2017,tatodd,4.0
10345,"Parco enorme e ricco di attrazioni. Lo abbiamo percorso tutto! E' molto grande per cui bisogna essere un pò sportivi e con scarpe comode. Ogni angolo è una scoperta tra prati, attività sportive, laghetti e scorci di paradiso!",Passeggiare come in un film, 23 gennaio 2018,NewDreamyEyes,5.0
10346,Davvero un posto unico da vedere. Il percorso è molto lungo da fare a piedi ma ne vale sicuramente la pena. Si trovano graffiti di ogni tipo dai più famosi come quello del bacio o della macchina che sfonda il muro a quelli meno famosi. Sicuramente se si viene a Berlino questa è una tappa d'obbligo.,Museo a cielo aperto, 29 luglio 2020,jacopo1983,5.0
10347,Mi capita abbastanza spesso di passare davanti a questo luogo e tutte le volte non riesco a resistere e devo entrare. Gli affreschi sono ricchi di storia e se siete fortunati e trovate un volontario che ha voglia di chiacchierare vi racconterà uno spaccato di vita Milanese qui raffigurato. ,Perché non entrare?, 13 marzo 2017,Nenevenezia,5.0
10348,"Lungo 1,3Km, è il tratto più lungo di muro rimasto. Nella parte est è stato ""abbellito"" con disegni fatti da artisti di tutto il mondo.Mi sono recato a berlino per il 30esimo anniversario della caduta.La perplessità è data dal fatto che i giovani non portino rispetto a questo muro ormai entrato a far parte della storia, rovinandolo con firme e graffiti vari.",Perplessità, 31 dicembre 2019,on_ak1970,4.0
10349,"Tutti i canali nascosti di Milano sarebbero dovuti tornare ....Navigabili per Expo , non e' andata cosi' , ma nonostante il progetto sia stato modificato il lavoro di ripristino della darsena a me ha entusiasmato.Finalmente uno 'Struscio...'lontano Dai negozi e dallo shopping, dove si cammina si pattina,  si corre , ci si siede su panchine ci si rilassa e si sentono voci di bambini , oramai quasi silenti a Milano. Bellissimo.Si osserva e tutto circondati dall'acqua della Darsena.La pavimentazione molto bella , il ponte che attraversa la Darsena cosi' da rendere accessibile entrambi i lati ed i canali.Abbiamo anche fatto il tour del naviglio grande , che dura circa un ora e che raccomando assolutamente.Le partenze sono dalle 10,15 alle  5,30 e sono prenotabili per telefonoO in piazza castello all'autostradale.Lo suggerisco vivamente, oltre all 'emozione di percorrere una via dell'acqua  di 500 anni fa, si osservano  il vicolo delle lavandaie , e la chiesa di San Cristoforo. costruzioni storiche e bellissime di Milano.Abbiamo finalmente la possibilita' di trascorrere qualche ora vicino all'acqua in un ambiente che attendevamo da anni.Oltre a ristoranti e pizzerie il mondo nuovo dello street food, andateci non vi pentirete.",Finalmente si riparte dai canali, 11 maggio 2015,Paola966,5.0
10350,"Mega polmone verde che merita una giornata di visita per le sue numerose attrazioni. Ottimo per passeggiare, correre rilassarsi, fotografare. Da non perdere!",Area a parte, 25 aprile 2018,Alessandro V,4.0
10351,"Puoi passarci un paio d'ore o intere giornate, dipende solo da te e da quanta voglia hai di camminare. Se ti piace la natura non ne usciresti più. Non consiglio le bici (puoi circolare solo su un anello esterno mentre i posti più belli sono al centro del parco dove le bici non sono ammesse). Fantastico!!! ",Fantastico central park!!! , 15 ottobre 2016,dario d,5.0
10352,"Ho attraversato Central Park a piedi per raggiungere il MET.. una splendida passeggiata nel verde. Il parco è molto pulito, curato e pieno di simpatici scoiattolini, consigliatissimo!",Rilassante, 28 dicembre 2015,IA3,5.0
10353,"Polmone di verde a Manhattan, molto grande, ci si trova di tutto! Lago polizia a cavallo, chi corre, chi porta il cane, chi cammina...Molto bello camminare tra il verde. Giro da fare assolutamente se si va a New york.",Scoiattoli a gogo, 30 dicembre 2017,pastalsugo,5.0
10354,"Il museo è articolato in diversi punti . In una prima area è possibile vedere 2 video di 15 min ciascuno che raccontano della costruzione e della caduta (purtroppo solo in tedesco e in inglese a intervalli di 30 min). In una seconda zona sono presenti documenti e foto dell'epoca : piani di fuga, documenti della Stasi, storie di chi ce l'ha fatta e di chi non è riuscito a fuggire. Dall'alto di può vedere una parte di muro così come doveva essere ai tempi della guerra fredda. Varie parti di muro , con foto dei caduti, con la chiesa distrutta e ricostruita ... e tanto altro .Davvero toccante ",Interessante, 13 settembre 2017,FabrizioMichela00,4.0
10355,"sono arrivata ai Navigli scorsa settimana, prendendo la metro...:) siamo arrivati verso le 18 di pomeriggio.. e devo dire che è un'ora azzeccata! incredibile!!! ho passeggiato lungo il naviglio e wow davvero davvero molto romantico come posto! <3 lungo i navigli è pieno di tantissimi localini e bar e ristoranti... e alle 19 scatta l'ora aperitivo! per l'happy hour ci siamo fermati in uno dei tanti bar e che posso dire! esperienza unica davvero :) ho preso uno spritz e dei piattini di antipasti dal buffet! la consiglio a tutti in serata! brulica di gente e almeno in questo periodo le giornate sono lunghe ottime per godersi il tramonto! :)",navigli...che sera... che tramonto!, 12 giugno 2018,giovanna s,5.0
