Name,OVR,Stat1_PAC_GK-DIV,Stat2_SHO_GK-HAN,Stat3_PAS_GK-KIC,Stat4_DRI_GK-REF,Stat5_DEF_GK-SPD,Stat6_PHY_GK-POS,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Alternative positions,Age,Nation,League,Team,play style,Height_cm,Weight_kg
Marvin Obuz,68,72,64,62,70,29,63,76,69,64,66,68,60,55,49,64,57,48,69,57,56,72,75,68,66,68,56,27,42,27,30,22,61,81,60,46,RM,3,3,Right,"LM, RW",22,Germany,Bundesliga 2,1. FC Köln,Technical,182.0,75.0
Oh Seung Hoon,68,69,66,61,69,45,71,43,48,11,17,46,11,11,21,46,13,16,29,19,11,15,31,46,59,17,58,20,11,16,20,13,61,16,66,18,GK,3,1,Right,None,36,Korea Republic,K League 1,Daegu FC,"Far Throw, Footwork",192.0,79.0
Kanji Okunuki,68,84,57,58,74,33,47,86,83,65,60,54,51,55,53,60,52,40,63,52,67,73,87,90,61,72,65,34,52,22,38,31,57,80,35,33,LM,4,3,Right,"LW, ST",25,Japan,Bundesliga 2,1. FC Nürnberg,Rapid,171.0,61.0
Olaetxea,68,64,69,64,66,64,71,65,63,68,69,70,68,58,72,65,54,49,70,68,57,65,64,68,68,68,66,60,54,63,69,68,68,75,73,60,CDM,3,2,Right,"CM, CB",31,Spain,LALIGA HYPERMOTION,R. Sporting,None,179.0,75.0
Andrigo,68,75,63,67,71,49,62,76,74,67,64,67,58,53,62,65,66,68,71,65,64,72,73,81,60,70,66,53,47,57,40,44,63,77,58,51,RW,2,3,Right,"LW, CM, RM",29,Brazil,K League 1,Jeonbuk Hyundai,None,173.0,70.0
Cleiton Silva,68,75,68,62,68,22,74,78,72,66,70,72,64,60,67,65,58,66,62,60,64,68,68,81,63,67,66,15,63,19,18,16,83,78,79,53,ST,4,3,Right,"LW, RW",37,Brazil,ISL,East Bengal,Acrobatic,175.0,73.0
Alexandre Olliero,68,68,63,66,70,46,67,47,45,12,17,50,17,20,27,24,15,18,22,23,15,13,39,41,64,28,51,17,20,10,19,16,70,23,75,19,GK,2,1,Right,None,28,France,Ligue 1 McDonald's,Stade de Reims,None,193.0,85.0
Simon Olsson,68,63,52,67,70,55,73,65,61,55,52,53,55,38,44,69,57,42,75,70,54,70,61,71,64,74,72,62,44,58,52,54,53,84,74,60,CM,3,3,Right,"RM, CDM",27,Sweden,Eredivisie,sc Heerenveen,Anticipate,185.0,81.0
Odei,68,50,34,47,48,70,73,48,52,25,28,50,30,37,44,36,37,31,61,54,28,42,34,60,67,54,64,70,64,72,70,71,67,87,72,59,CB,3,2,Right,None,34,Spain,ISL,FC Goa,Jockey,180.0,71.0
Jérôme Onguéné,68,68,38,48,58,67,68,64,72,26,33,63,29,27,47,32,32,38,65,58,33,53,68,60,62,60,62,68,72,65,68,67,81,50,76,67,CB,3,2,Right,None,26,Cameroon,Bundesliga,Frankfurt,None,186.0,78.0
Thijs Oosting,68,68,69,66,67,58,65,69,67,71,69,72,66,69,61,63,66,63,69,66,65,65,67,72,68,70,65,58,62,56,59,58,69,78,61,59,ST,3,2,Left,"LM, CAM",24,Holland,Eredivisie,FC Groningen,None,176.0,70.0
Kwadwo Opoku,68,85,68,55,74,36,65,86,84,69,66,75,69,51,63,60,53,33,63,42,49,75,88,79,69,69,72,17,46,40,43,31,74,71,74,32,ST,3,3,Left,RW,23,Ghana,MLS,CF Montréal,"Chip Shot, Rapid",172.0,70.0
Aaron Opoku,68,88,56,62,72,39,61,84,92,56,55,64,55,46,48,62,65,69,61,55,78,75,81,69,53,70,61,34,48,35,43,38,66,71,58,57,RM,4,4,Right,"LW, RW",25,Germany,Bundesliga 2,Kaiserslautern,"Flair, Rapid, Trickster",185.0,71.0
Pedro Ortiz,68,59,57,61,65,59,68,65,54,63,61,53,60,36,42,65,43,40,71,70,48,64,64,55,65,70,59,66,52,48,68,60,64,72,68,65,CM,3,2,Left,CDM,24,Spain,LALIGA EA SPORTS,Sevilla FC,None,184.0,76.0
Sergio Ortuño,68,63,63,62,66,63,61,60,66,68,63,65,69,52,43,66,46,44,69,66,58,69,51,63,68,70,52,69,54,60,68,55,61,70,60,52,CM,3,3,Right,None,25,Spain,LALIGA HYPERMOTION,CD Eldense,None,180.0,75.0
Leandro Otormín,68,73,68,70,66,27,59,79,68,66,68,63,71,70,67,66,68,77,73,67,69,67,68,78,48,69,48,29,35,30,22,23,60,63,61,47,LW,3,3,Right,"RW, CAM, LM",28,Uruguay,Sudamericana,Wanderers,Technical,172.0,74.0
Yassin Oukili,68,60,67,64,67,59,79,54,64,58,60,83,78,52,36,68,49,54,71,67,56,66,63,69,64,69,67,61,43,57,64,58,61,77,82,79,CDM,3,3,Right,CM,23,Morocco,Eredivisie,RKC Waalwijk,Bruiser,195.0,88.0
Walid Ould-Chikh,68,76,71,64,68,56,65,74,77,64,68,75,78,59,68,65,59,59,69,64,55,68,76,74,65,66,67,58,59,56,56,52,70,69,61,69,CAM,4,3,Right,CM,24,Holland,Bundesliga 2,Braunschweig,"Power Shot, Trivela",186.0,75.0
Luca Oyen,68,78,60,65,71,39,49,82,74,56,64,62,58,48,49,66,65,52,67,61,64,71,82,81,61,70,57,35,47,37,42,37,55,63,42,46,LM,3,3,Right,LW,21,Belgium,1A Pro League,KRC Genk,Flair,174.0,69.0
Berke Özer,68,66,68,65,71,24,65,24,25,11,11,49,12,19,18,38,15,11,33,34,24,12,31,28,63,19,60,15,10,18,19,24,54,28,61,29,GK,3,1,Right,None,24,Turkey,Trendyol Süper Lig,Eyüpspor,None,190.0,73.0
Levin Öztunalı,68,78,64,67,70,48,67,75,80,67,62,68,67,64,58,67,63,70,68,63,76,70,72,69,66,69,67,54,54,43,48,49,72,64,71,57,RW,3,3,Right,"CM, RM",28,Germany,Bundesliga 2,Hamburger SV,None,184.0,81.0
Marko Pajač,68,74,62,66,61,59,67,73,75,69,57,70,67,54,53,59,71,66,70,59,65,56,70,68,68,60,70,65,55,59,55,61,66,82,59,70,LB,2,3,Left,LM,31,Croatia,Serie A Enilive,Genoa,Rapid,185.0,69.0
Tobías Palacio,68,79,39,57,61,68,72,72,84,35,33,53,38,30,47,62,47,35,65,61,32,59,66,62,63,60,69,64,63,71,68,73,77,75,73,63,CB,3,2,Right,None,17,Argentina,Sudamericana,Argentinos Jrs.,None,185.0,78.0
Giuseppe Panico,68,79,67,62,69,38,55,80,79,69,68,70,62,68,65,62,65,51,66,53,63,69,77,66,68,69,65,42,60,21,45,40,72,61,57,39,ST,3,3,Right,CAM,27,Italy,Serie BKT,Carrarese Calcio,None,178.0,70.0
Renato Pantalon,68,53,32,40,40,68,77,53,53,24,30,42,25,28,48,29,27,32,50,55,27,26,40,42,65,55,57,69,66,67,68,66,77,60,90,68,CB,3,2,Right,None,26,Croatia,Liga Portugal,Rio Ave FC,None,194.0,86.0
Joaquín Papaleo,68,67,66,64,67,40,68,41,39,12,11,48,12,19,25,21,11,10,18,17,12,14,45,51,66,13,45,22,13,13,17,14,57,24,56,23,GK,2,1,Right,None,30,Argentina,Primera División,Instituto,None,186.0,76.0
Jayson Papeau,68,83,59,62,74,38,75,84,83,57,57,68,57,51,54,65,58,51,64,62,59,73,81,92,56,73,68,35,43,30,45,43,70,72,75,81,LM,3,4,Right,LW,28,France,SUPERLIGA,FC Rapid 1923,"Flair, Technical, Trivela",175.0,75.0
Daniel Paraschiv,68,75,67,55,67,32,76,78,72,70,69,70,65,52,66,53,51,51,59,52,61,63,80,76,66,68,69,23,68,25,33,27,84,85,78,58,ST,4,2,Right,None,25,Romania,LALIGA HYPERMOTION,R. Oviedo,Finesse Shot,185.0,76.0
Ezequiel Parnisari,68,33,27,48,47,68,67,32,33,34,20,42,23,23,38,35,37,26,63,58,29,39,50,50,66,51,64,72,70,71,64,63,69,38,81,70,CB,3,2,Right,RB,34,Argentina,Sudamericana,Unión La Calera,None,184.0,79.0
Alfonso Parot,68,66,59,61,63,65,79,56,74,59,55,71,57,56,63,59,65,44,64,59,59,62,63,61,59,65,66,70,68,65,62,65,76,71,81,83,LB,3,3,Left,CB,34,Chile,Sudamericana,Uni. Católica,"Jockey, Long Throw",180.0,74.0
Troy Parrott,68,78,65,61,71,44,65,77,78,70,66,65,60,64,62,65,55,57,64,59,63,72,76,71,70,69,65,35,63,45,43,39,74,69,62,63,ST,4,3,Right,RW,22,Republic of Ireland,Eredivisie,AZ,Finesse Shot,185.0,72.0
Juan Patiño,68,60,24,48,47,67,76,54,65,27,17,35,22,27,36,31,49,28,63,48,28,30,49,56,59,65,61,64,66,67,70,62,75,64,83,72,CB,2,2,Right,RB,34,Paraguay,Sudamericana,S. Ameliano,Bruiser,180.0,88.0
Charlie Patino,68,60,48,71,68,65,65,66,55,59,46,56,41,43,52,72,64,62,74,74,64,67,72,64,61,70,64,71,59,62,65,66,64,76,58,68,CM,3,2,Left,CDM,20,England,LALIGA HYPERMOTION,RC Deportivo,Slide Tackle,182.0,75.0
Louis Patris,68,75,49,60,61,67,70,69,79,51,44,60,49,42,50,62,62,42,62,62,42,60,65,60,62,62,56,68,64,65,69,65,72,67,70,75,RB,3,2,Right,CB,23,Belgium,1A Pro League,STVV,"Block, Bruiser, Whipped Pass",187.0,75.0
Luis Paz,68,59,53,60,60,67,75,65,54,59,57,49,49,31,59,65,44,46,66,67,55,55,68,71,59,62,60,68,58,74,64,63,74,72,80,66,CDM,3,2,Right,CM,36,Colombia,Sudamericana,América de Cali,None,174.0,76.0
Aynsley Pears,68,70,64,65,72,45,65,45,44,10,10,49,12,9,14,38,12,14,22,21,10,11,49,35,65,19,34,9,13,10,13,11,56,16,53,35,GK,2,1,Right,None,26,England,EFL Championship,Blackburn Rovers,Far Reach,186.0,77.0
Matty Pearson,68,50,47,45,51,67,78,48,51,47,49,53,38,35,43,34,49,30,53,45,39,45,51,58,64,55,59,67,74,65,68,65,78,79,81,71,CB,3,2,Right,RB,31,England,EFL League One,Huddersfield,Power Header,190.0,78.0
Marvin Peersman,68,71,48,56,63,68,74,68,73,45,39,63,56,39,49,46,64,39,57,60,54,64,67,69,60,61,50,70,58,67,70,69,72,75,74,75,CB,3,2,Left,LB,33,Belgium,Eredivisie,FC Groningen,None,184.0,69.0
Tomáš Pekhart,68,59,68,53,55,33,78,47,68,74,70,72,61,60,73,59,36,46,64,45,46,52,33,33,65,65,73,28,74,31,27,24,81,70,90,56,ST,3,2,Right,None,35,Czech Republic,PKO BP Ekstraklasa,Legia Warszawa,"Aerial, Power Header",194.0,82.0
Pietro Pellegri,68,56,68,54,67,21,61,55,57,70,72,72,61,56,59,55,48,54,59,48,56,70,57,40,64,72,67,18,68,19,12,15,71,50,72,43,ST,3,3,Right,None,23,Italy,Serie A Enilive,Empoli,None,189.0,87.0
Théo Pellenard,68,50,37,64,65,69,69,55,46,53,32,42,39,33,42,51,73,39,70,66,54,65,61,60,66,67,65,68,69,69,69,68,71,68,71,64,CB,3,3,Left,None,30,France,Ligue 1 McDonald's,AJ Auxerre,None,182.0,78.0
Henrique Araújo,68,70,66,56,65,26,70,72,68,70,65,70,64,61,68,61,47,42,62,48,69,66,50,67,71,68,57,14,68,21,27,21,79,67,75,59,ST,2,2,Right,None,22,Portugal,Liga Portugal,Arouca,Finesse Shot,182.0,78.0
Elías Pereyra,68,80,32,54,65,63,60,82,78,56,29,27,34,27,46,52,57,32,62,47,40,63,80,71,61,65,59,67,51,63,62,66,65,75,54,55,LB,3,2,Left,None,25,Argentina,Primera División,Godoy Cruz,None,172.0,68.0
Kevin Pérez,68,80,57,62,70,45,52,80,80,66,62,48,59,39,46,67,50,39,69,66,47,67,82,87,62,68,66,55,33,58,33,35,51,66,47,45,CAM,3,3,Right,"LM, RM",27,Colombia,Sudamericana,Deportes Tolima,None,170.0,69.0
César Pérez,68,69,59,60,69,52,62,68,70,68,64,58,59,31,41,70,38,34,71,68,37,71,59,71,67,70,55,59,43,45,60,48,54,78,58,52,CM,3,2,Right,None,21,Chile,Sudamericana,Defensa,None,176.0,66.0
Dino Perić,68,53,35,51,58,67,75,46,58,48,39,40,21,25,32,51,21,21,68,69,21,59,28,37,52,68,71,69,64,60,72,70,72,58,84,72,CB,3,2,Left,None,30,Croatia,Liga Hrvatska,Dinamo Zagreb,"Intercept, Slide Tackle",198.0,84.0
Mauro Perković,68,76,30,52,61,67,75,74,77,42,21,46,29,28,39,41,48,29,61,62,42,58,64,61,65,64,59,70,65,67,65,70,78,75,73,77,CB,2,2,Left,LB,21,Croatia,Liga Hrvatska,Dinamo Zagreb,Slide Tackle,185.0,78.0
Aleks Petkov,68,60,37,42,47,67,77,58,62,34,27,52,45,25,40,32,29,26,60,42,32,39,48,56,60,52,57,66,71,65,69,66,83,64,87,67,CB,2,2,Right,None,25,Bulgaria,PKO BP Ekstraklasa,Śląsk Wrocław,None,193.0,85.0
Lukas Petkov,68,75,66,65,71,56,63,78,73,67,62,78,71,54,54,65,58,53,72,65,63,73,70,71,68,70,66,54,49,55,58,59,66,72,62,53,CM,4,3,Right,"CAM, LW",23,Bulgaria,Bundesliga 2,SV Elversberg,"Flair, Technical",183.0,76.0
Dimitri Petratos,68,64,70,68,68,49,71,66,62,74,70,70,68,64,70,66,67,70,70,63,70,68,69,60,71,70,65,47,52,44,55,45,59,86,72,52,ST,4,3,Right,CAM,31,Australia,ISL,Mohun Bagan SG,Finesse Shot,176.0,82.0
Raoul Petretta,68,78,36,62,68,63,71,81,76,56,27,57,28,41,40,57,66,28,66,65,64,66,76,76,64,68,64,61,52,64,66,64,75,74,71,66,LB,3,3,Left,CB,27,Italy,MLS,Toronto FC,Rapid,175.0,70.0
Jacopo Petriccione,68,46,51,69,68,55,62,55,38,71,49,57,46,39,49,74,63,42,74,73,50,67,63,80,63,73,57,55,59,50,58,58,63,60,63,61,CM,3,3,Right,CDM,29,Italy,Serie BKT,Catanzaro,None,176.0,75.0
Radosav Petrović,68,35,54,59,58,68,76,37,33,55,48,63,64,36,47,64,49,46,65,64,36,60,32,36,65,63,67,69,67,68,70,59,68,70,80,75,CDM,3,2,Right,CB,35,Serbia,Liga Cyprus,APOEL FC,Long Ball Pass,193.0,83.0
Leonel Picco,68,54,58,61,63,65,73,53,55,58,57,61,64,39,47,63,43,44,71,67,45,66,53,49,61,65,57,64,63,66,67,64,69,71,74,73,CDM,3,2,Right,"CM, CB",25,Argentina,Primera División,Platense,None,188.0,79.0
Carl Piergianni,68,39,31,45,46,67,85,44,34,33,28,41,27,25,36,38,31,27,55,57,31,42,52,53,65,46,53,65,68,68,67,65,83,79,91,80,CB,3,2,Left,None,32,England,EFL League One,Stevenage,"Aerial, Bruiser, Intercept, Long Ball Pass, Power Header",185.0,78.0
Santiago Pierotti,68,67,67,65,71,61,67,68,67,71,67,72,67,62,55,65,61,49,68,65,67,70,69,67,70,72,77,62,59,54,68,63,71,54,72,70,RW,3,3,Right,"ST, CAM, RM",23,Argentina,Serie A Enilive,Lecce,Press Proven,189.0,83.0
Balthazar Pierret,68,66,52,59,64,68,70,70,62,48,48,66,55,33,34,59,41,51,68,67,59,63,67,52,64,69,53,67,63,69,68,67,74,74,71,60,CDM,3,2,Right,"CM, CB",24,France,Serie A Enilive,Lecce,Long Ball Pass,186.0,82.0
Iván Pillud,68,59,58,65,63,69,70,53,64,65,50,72,60,56,62,57,70,53,67,63,80,62,56,60,70,67,56,72,61,70,70,66,71,52,77,75,RB,2,2,Right,None,38,Argentina,Primera División,Central Córdoba,None,180.0,82.0
César Pinares,68,67,64,70,70,52,69,68,66,67,58,74,69,43,70,69,69,74,70,69,75,69,67,69,58,75,66,57,37,50,57,43,60,69,74,60,CAM,2,3,Left,"CM, RM",33,Chile,Sudamericana,Uni. Católica,"Finesse Shot, First Touch, Trivela",176.0,74.0
Donovan Pines,68,72,22,39,46,68,77,68,76,26,19,29,20,22,33,32,21,22,54,44,26,37,66,52,63,48,58,67,71,68,67,66,85,67,84,68,CB,3,2,Right,None,26,United States,EFL League One,Barnsley,None,195.0,91.0
Guilherme Ramos,68,60,33,46,50,67,78,53,66,28,30,46,28,32,31,42,29,32,61,50,31,44,51,52,66,53,66,66,70,66,68,65,76,70,82,76,CB,3,2,Right,None,27,Portugal,Bundesliga 2,Hamburger SV,"Aerial, Block, Intercept, Slide Tackle",191.0,86.0
František Plach,68,66,66,65,66,33,67,35,29,9,9,49,8,7,10,55,15,10,24,23,12,10,39,53,70,18,59,8,14,21,23,15,58,19,60,28,GK,2,1,Left,None,32,Slovakia,PKO BP Ekstraklasa,Piast Gliwice,Footwork,192.0,80.0
Przemysław Płacheta,68,91,60,60,69,39,55,89,93,63,63,63,54,52,49,63,63,51,63,47,55,67,89,85,62,66,59,41,37,38,40,33,56,76,48,46,LM,3,3,Left,"RM, LW",26,Poland,EFL Championship,Oxford United,"Flair, Rapid",178.0,72.0
Tin Plavotić,68,40,29,46,42,67,77,41,39,27,24,42,28,22,31,26,25,24,67,69,24,35,35,33,48,55,50,65,76,68,67,63,81,60,89,69,CB,3,2,Left,None,27,Croatia,Ö. Bundesliga,FK Austria Wien,"Aerial, Intercept, Long Ball Pass",197.0,92.0
Pleguezuelo,68,78,35,56,67,67,67,76,79,41,32,38,35,37,42,40,53,44,67,63,40,66,73,69,65,67,69,62,67,69,69,68,77,64,67,68,CB,4,2,Right,None,27,Spain,EFL Championship,Plymouth Argyle,None,180.0,70.0
Dennis Politic,68,78,65,62,72,31,71,81,76,66,66,69,62,54,53,62,60,60,65,57,64,71,84,71,65,70,67,25,42,31,28,37,68,76,72,64,LW,4,3,Right,"CAM, RW, LM",24,Romania,SUPERLIGA,FC Dinamo 1948,"Flair, Technical",185.0,78.0
Julian Pollersbeck,68,69,64,68,68,37,68,36,39,6,12,51,14,17,22,58,20,19,52,44,18,14,22,24,68,19,24,10,12,13,14,15,59,22,63,20,GK,3,1,Right,None,30,Germany,Bundesliga 2,Jahn Regensburg,None,195.0,87.0
Mattie Pollock,68,57,23,43,46,67,78,55,58,28,18,37,15,23,38,25,35,22,59,55,24,40,45,42,61,52,56,65,70,65,69,65,78,70,85,69,CB,2,2,Right,None,22,England,EFL Championship,Watford,None,190.0,80.0
Paxton Pomykal,68,73,57,70,72,61,67,76,71,65,51,62,63,56,55,70,65,65,74,69,63,73,78,82,66,67,73,51,42,71,66,57,62,78,66,58,CM,3,2,Left,"CDM, CAM",24,United States,MLS,FC Dallas,Slide Tackle,173.0,73.0
Alexandru Pop,68,81,68,57,68,22,68,82,81,70,70,68,65,58,62,56,51,65,63,48,66,66,81,78,63,65,64,15,63,16,20,23,81,82,72,35,ST,3,3,Right,RW,24,Romania,SUPERLIGA,SC Oțelul Galați,None,180.0,78.0
Mihai Popa,68,66,66,62,72,41,63,38,45,14,12,47,19,15,17,49,16,15,30,33,13,14,47,43,67,18,50,15,14,16,18,15,47,32,44,29,GK,2,1,Right,None,23,Romania,SUPERLIGA,CFR 1907 Cluj,None,190.0,82.0
Laurențiu Popescu,68,68,67,67,69,31,67,33,28,7,9,50,9,5,13,45,10,13,25,24,12,10,25,47,57,17,32,9,12,5,10,11,44,19,40,24,GK,2,1,Right,None,27,Romania,SUPERLIGA,Univ. Craiova,Footwork,180.0,68.0
Janio Pósito,68,62,70,50,64,22,52,61,62,72,74,66,68,67,68,50,37,45,62,40,44,66,58,65,65,65,48,12,68,16,20,15,69,44,64,30,ST,2,2,Right,None,34,Peru,Sudamericana,ADT,None,179.0,79.0
Nicolai Poulsen,68,59,54,68,70,65,79,68,52,57,55,58,56,40,41,68,65,55,72,69,62,68,70,78,69,71,70,68,60,70,60,59,75,81,77,80,CM,3,2,Right,CDM,31,Denmark,3F Superliga,AGF,"Long Ball Pass, Slide Tackle",180.0,79.0
Tomás Pozzo,68,77,61,66,72,45,53,82,72,65,60,65,61,55,53,68,60,60,70,63,73,72,83,80,61,70,73,39,44,46,50,44,58,56,51,52,RW,2,3,Left,"RM, CAM",23,Argentina,Primera División,Godoy Cruz,None,168.0,71.0
Gianluca Prestianni,68,87,60,57,76,35,46,91,83,60,61,62,60,49,61,59,58,49,57,53,56,75,92,93,62,72,64,53,26,23,38,33,46,63,33,55,RM,3,4,Right,"CAM, CM, RW",18,Argentina,Liga Portugal,SL Benfica,"Flair, Quick Step, Technical, Trickster",166.0,63.0
Maxence Prévot,68,68,69,68,67,36,68,43,26,6,7,51,5,6,14,50,13,12,15,22,14,6,29,46,63,14,59,11,11,15,10,11,57,27,57,18,GK,3,1,Right,None,27,France,1A Pro League,OH Leuven,Cross Claimer,187.0,81.0
Alex Pritchard,68,59,67,69,72,52,45,61,58,66,64,72,69,63,64,70,69,72,68,65,72,70,84,87,67,70,67,58,42,51,52,49,39,52,34,65,CAM,4,3,Right,CM,31,England,Trendyol Süper Lig,Sivasspor,Technical,168.0,62.0
Kai Pröger,68,82,70,56,74,38,73,85,80,65,66,80,72,68,62,57,60,60,55,50,61,74,78,76,66,74,64,41,46,37,38,30,70,82,68,74,ST,4,3,Right,RM,32,Germany,Bundesliga 2,Jahn Regensburg,"Acrobatic, Power Shot, Quick Step, Rapid",177.0,73.0
Martín Prost,68,65,68,56,66,31,65,64,65,70,70,66,63,59,79,44,55,59,63,58,55,66,64,74,65,67,60,23,71,22,32,30,79,65,74,40,ST,3,3,Right,LM,36,Argentina,Sudamericana,Nacional Potosí,None,178.0,75.0
Ruben Providence,68,83,63,57,73,29,56,86,81,63,66,66,58,56,56,62,56,43,61,47,55,73,82,85,63,72,66,25,57,24,29,22,70,71,54,39,LM,3,4,Right,LW,23,France,Eredivisie,Almere City FC,"First Touch, Technical",178.0,66.0
Nicolás Quagliata,68,68,60,68,73,38,42,70,67,60,65,47,62,51,59,70,66,73,70,64,69,77,80,77,58,69,51,29,44,32,45,49,42,60,34,38,CAM,3,4,Right,LW,25,Uruguay,Primera División,Central Córdoba,Flair,171.0,63.0
Daniel Queipo,68,81,65,62,68,30,47,80,81,69,69,62,56,75,64,63,63,49,65,60,55,68,76,79,60,67,58,24,41,27,32,29,49,64,41,40,LM,3,3,Right,"RM, LW",22,Spain,LALIGA HYPERMOTION,R. Sporting,None,168.0,64.0
Rubert Quijada,68,63,33,55,50,69,71,66,61,40,37,29,26,25,40,40,63,32,64,52,51,46,33,41,64,62,50,65,70,70,70,67,73,76,69,68,CB,2,2,Left,LB,35,Venezuela,Libertadores,Caracas FC,Long Ball Pass,187.0,76.0
Álvaro Quiroga,68,69,57,69,65,62,66,72,67,64,55,47,65,55,70,67,66,73,70,69,71,63,63,71,65,68,62,66,55,60,65,61,66,85,59,60,CDM,3,3,Right,CM,29,Bolivia,Libertadores,The Strongest,Relentless,176.0,72.0
Bogdan Racovițan,68,75,32,38,44,68,77,75,75,23,28,34,41,26,33,25,24,24,55,44,28,33,52,64,59,52,51,67,67,67,70,65,84,73,83,66,CB,2,2,Right,None,24,Romania,PKO BP Ekstraklasa,Raków,None,185.0,80.0
Joe Rafferty,68,65,38,61,63,65,72,66,65,57,33,44,40,31,39,55,65,55,64,55,63,62,65,67,63,62,66,65,58,65,68,67,70,75,71,71,RB,3,2,Right,None,30,Republic of Ireland,EFL League One,Rotherham Utd,Long Ball Pass,180.0,74.0
Michał Rakoczy,68,77,65,65,72,41,62,76,78,66,67,65,65,53,52,64,68,60,66,64,67,70,83,89,65,70,64,38,49,40,40,42,63,76,56,58,CAM,3,3,Right,None,22,Poland,PKO BP Ekstraklasa,Cracovia,Technical,174.0,71.0
Nicolás Ramírez,68,57,36,50,58,69,69,50,62,26,33,52,27,37,41,43,33,27,68,55,25,54,56,52,62,64,57,69,70,70,68,66,72,61,76,62,CB,2,2,Right,None,27,Chile,Libertadores,Barcelona SC,Slide Tackle,182.0,80.0
Eric Ramírez,68,82,67,60,66,31,57,80,83,70,67,68,66,65,60,60,60,61,64,50,61,60,81,78,67,69,65,30,68,20,26,47,73,59,55,56,ST,2,3,Right,"CAM, RM",27,Argentina,Primera División,Huracán,None,170.0,68.0
Christian Ramirez,68,60,68,55,65,30,73,59,60,71,68,72,67,62,68,59,29,50,68,57,46,64,60,62,65,69,72,29,67,23,27,23,76,64,80,65,ST,3,4,Right,CAM,33,United States,MLS,Columbus Crew,None,188.0,85.0
Jiovany Ramos,68,57,33,56,54,68,72,54,60,58,30,41,25,28,45,55,49,43,63,55,45,51,54,64,60,56,58,65,73,67,71,64,75,75,71,72,CB,3,2,Right,None,27,Panama,Libertadores,Alianza Lima,"Aerial, Power Header",180.0,78.0
Adam Randell,68,76,62,66,70,65,71,78,74,63,59,65,68,58,60,65,58,67,69,68,64,67,83,87,67,69,67,65,66,65,66,62,76,80,64,74,CM,3,2,Right,CDM,23,England,EFL Championship,Plymouth Argyle,Long Ball Pass,175.0,69.0
Nicolai Rapp,68,54,42,55,59,69,72,55,54,54,42,53,32,39,38,55,39,33,67,63,38,54,57,63,69,64,59,69,65,68,71,68,71,70,75,68,CDM,3,2,Right,"CM, CB",27,Germany,Bundesliga 2,Karlsruher SC,None,186.0,81.0
Tobias Raschl,68,64,55,65,71,58,67,67,61,58,56,59,51,50,41,70,54,53,71,68,59,69,77,78,69,72,68,63,43,58,60,57,56,82,63,61,CM,3,3,Right,CDM,24,Germany,Bundesliga 2,Kaiserslautern,"Incisive Pass, Press Proven, Trivela",177.0,73.0
Henrich Ravas,68,67,67,64,69,37,70,36,38,9,10,48,21,11,15,45,19,11,19,30,16,21,35,29,63,20,35,11,13,11,10,11,58,25,60,35,GK,2,1,Right,None,27,Slovakia,PKO BP Ekstraklasa,Cracovia,Deflector,195.0,87.0
Christiaan Ravych,68,46,28,51,58,68,65,42,50,23,16,48,35,37,32,44,45,31,60,59,32,56,53,58,68,62,48,70,68,66,70,66,66,45,73,69,CB,4,2,Right,LB,22,Belgium,1A Pro League,Cercle Brugge,None,192.0,75.0
Kenny Prince Redondo,68,92,62,58,70,47,60,91,92,60,65,65,57,58,56,60,57,42,65,46,53,69,85,81,60,69,50,43,52,50,45,46,68,77,53,55,LM,3,3,Left,"ST, CAM, LW",30,Germany,Bundesliga 2,Kaiserslautern,"Quick Step, Rapid",180.0,71.0
Johannes Reichert,68,66,32,50,61,68,73,62,69,32,32,40,18,26,69,40,41,27,64,58,30,57,62,74,66,63,67,64,66,71,70,65,75,70,76,69,CB,4,2,Right,None,33,Germany,Bundesliga 2,SSV Ulm 1846,Anticipate,184.0,82.0
Dominik Reimann,68,68,66,73,68,45,70,44,46,6,6,55,8,7,17,57,9,12,50,48,11,24,53,50,60,24,51,20,8,13,10,9,51,31,47,24,GK,3,1,Right,None,27,Germany,Bundesliga 2,1. FC Magdeburg,Footwork,186.0,82.0
Ferro,68,52,42,54,59,68,73,54,50,52,26,79,45,28,38,51,30,27,68,70,33,60,35,48,63,63,72,66,70,68,68,67,74,67,78,69,CB,2,2,Right,None,27,Portugal,Liga Portugal,Estrela Amadora,Long Ball Pass,191.0,83.0
Erlend Dahl Reitan,68,79,47,58,65,62,74,79,79,56,44,57,40,49,41,50,62,37,64,60,54,62,77,76,64,65,61,62,61,60,64,62,79,85,72,66,RB,2,2,Right,CB,27,Norway,Eliteserien,Rosenborg BK,Relentless,180.0,74.0
Nicolai Remberg,68,69,53,63,68,62,76,67,71,57,55,53,56,33,39,63,56,32,73,69,41,68,62,68,66,73,55,63,58,60,66,62,82,76,78,68,CM,3,2,Right,CDM,24,Germany,Bundesliga,Holstein Kiel,"Aerial, Intercept",187.0,88.0
