Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,num_alt_pos_att,num_alt_pos_cen,num_alt_pos_dif,ps_scoring,ps_scoring_plus,ps_passing,ps_passing_plus,ps_control,ps_control_plus,ps_defend,ps_defend_plus,ps_physical,ps_physical_plus,Primary_Position,Assigned_Cluster
Deng Hanwen,67,82,57,60,66,61,71,83,82,63,55,63,58,51,38,70,56,53,59,58,60,65,75,73,63,62,67,62,55,65,57,60,74,82,65,73,RB,3,3,Right,"178cm / 5'10""",73kg / 161lb,RM,29,China PR,CSL,Wuhan Three Towns,"Anticipate, Block, Intercept, Long Ball Pass, Technical",0,1,0,0,0,1,0,1,0,3,0,0,0,RB,8
Halil İbrahim Dervişoğlu,67,73,65,63,72,39,61,74,72,67,65,68,64,64,62,68,52,60,70,53,61,73,74,60,58,74,68,28,64,36,41,39,71,66,59,58,ST,3,3,Right,"183cm / 6'0""",76kg / 168lb,CAM,24,Turkey,Trendyol Süper Lig,Galatasaray,Press Proven,0,1,0,0,0,0,0,1,0,0,0,0,0,ST,5
Enis Destan,67,68,66,62,65,48,70,67,68,68,67,69,64,54,69,63,60,58,64,61,67,63,70,66,67,65,60,46,71,40,49,46,77,69,70,68,ST,3,3,Right,"186cm / 6'1""",79kg / 174lb,CAM,22,Turkey,Trendyol Süper Lig,Trabzonspor,Power Header,0,1,0,1,0,0,0,0,0,0,0,0,0,ST,8
Fousseni Diabaté,67,84,62,60,71,42,46,85,84,59,60,66,61,68,64,58,62,43,64,56,61,72,87,81,63,66,60,38,59,40,40,42,62,62,42,34,RW,2,3,Left,"175cm / 5'9""",60kg / 132lb,"LW, RM",28,Mali,CSSL,Lausanne-Sport,"Flair, Rapid",1,1,0,0,0,0,0,1,0,0,0,0,0,RW,5
Bambo Diaby,67,67,32,54,57,63,79,61,71,52,28,50,15,29,37,48,56,28,62,54,39,56,51,57,64,59,61,64,62,59,66,63,80,55,91,78,CB,3,2,Right,"186cm / 6'1""",88kg / 194lb,,26,Senegal,LALIGA HYPERMOTION,Elche CF,Bruiser,0,0,0,0,0,0,0,0,0,1,0,0,0,CB,1
Abdoulaye Diaby,67,61,27,41,41,64,82,54,67,40,22,42,21,18,38,35,29,19,56,43,31,32,56,45,64,44,54,55,70,65,66,64,72,68,93,75,CB,2,2,Right,"198cm / 6'6""",100kg / 220lb,,24,Mali,CSSL,FC St. Gallen,"Acrobatic, Aerial, Bruiser",0,0,0,0,0,0,0,0,0,1,0,2,0,CB,4
Lamine Diack,67,76,59,61,65,64,75,75,76,62,55,65,60,54,60,57,56,49,68,61,58,65,78,63,60,62,59,67,59,61,66,63,75,82,73,71,CDM,3,2,Right,"186cm / 6'1""",79kg / 174lb,CM,23,Senegal,Trendyol Süper Lig,Hatayspor,"Intercept, Relentless",0,1,0,0,0,0,0,0,0,1,0,1,0,CDM,8
Djibril Diani,67,62,45,58,61,64,80,55,67,50,45,54,38,34,45,58,46,33,68,64,37,60,61,37,58,68,55,62,58,60,69,66,74,77,87,66,CDM,3,2,Left,"195cm / 6'5""",78kg / 172lb,CM,26,France,MLS,Charlotte FC,,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,1
Mahamadou Diawara,67,67,55,65,67,61,69,65,69,60,51,66,55,45,50,68,50,43,74,70,54,68,58,56,64,71,60,59,58,61,64,61,71,65,74,61,CM,3,3,Left,"187cm / 6'2""",78kg / 172lb,,19,France,Ligue 1 McDonald's,OL,,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,8
Matisse Didden,67,54,36,55,57,64,77,49,58,37,29,58,30,28,47,51,45,40,65,59,40,56,46,31,63,63,64,64,68,62,66,62,76,68,88,63,CB,2,2,Right,"198cm / 6'6""",91kg / 201lb,,22,Belgium,Eredivisie,FC Utrecht,,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,4
Dejan Djokic,67,68,66,52,63,21,60,69,68,72,71,65,60,58,58,56,48,36,61,38,45,62,63,62,67,66,56,14,63,16,19,16,70,65,64,40,ST,3,2,Left,"186cm / 6'1""",72kg / 159lb,"LM, RM",23,Switzerland,CSSL,FC Sion,,0,2,0,0,0,0,0,0,0,0,0,0,0,ST,7
Greg Docherty,67,68,65,64,68,66,80,67,68,63,60,76,69,59,53,65,61,55,68,64,62,68,75,74,66,67,64,66,59,66,68,66,74,87,78,77,CM,3,3,Right,"177cm / 5'10""",79kg / 174lb,"CDM, RM",28,Scotland,EFL League One,Charlton Ath,,0,2,0,0,0,0,0,0,0,0,0,0,0,CM,8
Maciej Domański,67,69,66,66,69,56,68,71,67,66,64,68,70,52,68,67,64,62,68,65,63,65,80,91,69,66,71,49,68,66,51,44,70,92,57,65,CAM,3,3,Right,"168cm / 5'6""",62kg / 137lb,,34,Poland,PKO BP Ekstraklasa,Stal Mielec,Relentless,0,0,0,0,0,0,0,0,0,0,0,1,0,CAM,8
Mehdi Dorval,67,73,36,57,66,59,63,72,74,62,37,32,28,37,39,39,66,32,64,62,60,65,80,58,63,66,54,59,44,59,64,62,57,80,59,55,RB,4,3,Right,"176cm / 5'9""",73kg / 161lb,RM,23,France,Serie BKT,Bari,,0,1,0,0,0,0,0,0,0,0,0,0,0,RB,9
David Douline,67,45,58,60,62,65,72,53,38,53,60,62,56,49,47,66,51,37,67,63,45,60,60,62,61,65,58,66,62,66,65,61,66,82,70,67,CDM,3,3,Right,"181cm / 5'11""",83kg / 183lb,CM,31,France,CSSL,Servette FC,,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,3
Stefan Dražić,67,65,66,56,63,27,70,62,67,70,68,69,61,60,58,67,48,56,61,42,57,66,57,54,69,62,61,21,65,20,28,23,73,71,72,64,ST,3,3,Right,"187cm / 6'2""",79kg / 174lb,,32,Serbia,Liga Cyprus,APOEL FC,,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,7
Bryce Duke,67,68,58,69,71,46,58,70,66,61,58,65,52,49,50,69,66,61,72,67,66,70,80,83,64,70,66,41,39,50,50,41,53,67,57,48,CAM,3,3,Right,"170cm / 5'7""",66kg / 146lb,CM,23,United States,MLS,CF Montréal,Flair,0,1,0,0,0,0,0,1,0,0,0,0,0,CAM,5
Kyle Duncan,67,83,44,51,67,63,71,82,84,54,43,52,41,33,37,40,64,31,53,50,56,68,80,75,52,66,52,63,63,60,66,62,78,79,66,70,RB,3,3,Right,"177cm / 5'10""",68kg / 150lb,"RM, LB",27,United States,MLS,Red Bulls,Rapid,0,1,1,0,0,0,0,0,0,0,0,0,0,RB,1
Chey Dunkley,67,49,36,42,49,65,79,50,48,45,39,41,25,31,34,35,26,25,55,50,29,46,49,49,65,49,60,64,69,66,65,64,77,73,87,69,CB,3,2,Right,"188cm / 6'2""",85kg / 187lb,,32,England,EFL League Two,Chesterfield,"Aerial, Block, Bruiser, Intercept, Power Header",0,0,0,1,0,0,0,0,0,3,0,1,0,CB,4
Pierre Dwomoh,67,72,54,66,73,55,72,73,72,55,56,53,51,46,49,67,58,50,74,69,54,76,75,63,66,72,68,55,46,50,61,58,67,71,72,74,CM,3,4,Right,"185cm / 6'1""",69kg / 152lb,,20,Belgium,EFL Championship,Watford,"Flair, Technical",0,0,0,0,0,0,0,2,0,0,0,0,0,CM,8
Patryk Dziczek,67,57,54,60,65,64,70,59,55,63,57,47,55,31,70,64,43,40,70,68,40,63,68,74,64,67,64,68,63,61,64,62,71,60,73,76,CDM,2,2,Right,"182cm / 6'0""",80kg / 176lb,,26,Poland,PKO BP Ekstraklasa,Piast Gliwice,Bruiser,0,0,0,0,0,0,0,0,0,1,0,0,0,CDM,3
Santiago Echeverría,67,54,23,41,41,69,71,55,53,20,21,31,19,25,35,23,48,27,52,39,26,38,44,46,63,35,62,67,65,69,72,70,76,51,84,64,CB,2,2,Left,"186cm / 6'1""",85kg / 187lb,RB,34,Argentina,Sudamericana,Wilstermann,Block,0,0,1,0,0,0,0,0,0,1,0,0,0,CB,4
Joe Edwards,67,66,59,63,66,63,75,67,66,57,61,61,58,47,58,63,62,55,64,63,63,63,80,81,61,64,70,62,60,64,64,62,72,89,71,66,RB,4,2,Right,"173cm / 5'8""",73kg / 161lb,RM,33,England,EFL Championship,Plymouth Argyle,Relentless,0,1,0,0,0,0,0,0,0,0,0,1,0,RB,8
Amine El Ouazzani,67,64,67,60,65,20,64,65,64,71,71,66,64,48,69,62,62,52,68,45,40,65,57,69,51,69,64,13,71,12,17,19,75,73,67,40,ST,2,3,Left,"188cm / 6'2""",74kg / 163lb,RM,23,Morocco,Liga Portugal,SC Braga,,0,1,0,0,0,0,0,0,0,0,0,0,0,ST,7
Juergen Elitim,67,79,62,68,70,51,61,78,80,60,64,57,66,46,59,65,58,75,74,68,65,68,82,83,64,69,60,59,44,42,58,49,56,74,51,72,CM,3,3,Left,"173cm / 5'8""",72kg / 159lb,"CDM, CAM",26,Colombia,PKO BP Ekstraklasa,Legia Warszawa,Dead Ball,0,2,0,1,0,0,0,0,0,0,0,0,0,CM,8
Dimitrios Emmanouilidis,67,84,65,57,71,24,58,85,84,67,66,68,65,52,52,58,60,45,62,44,49,71,86,80,54,69,64,22,46,22,22,22,66,62,59,48,LM,3,3,Right,"175cm / 5'9""",75kg / 165lb,"RM, LW",23,Greece,3F Superliga,Vejle Boldklub,Rapid,1,1,0,0,0,0,0,0,0,0,0,0,0,LM,5
Mahir Emreli,67,76,70,55,68,28,70,76,76,67,67,80,72,62,66,57,49,55,59,48,69,70,72,55,49,70,56,21,60,22,28,24,79,73,74,55,ST,3,3,Left,"187cm / 6'2""",75kg / 165lb,RW,27,Azerbaijan,Bundesliga 2,1. FC Nürnberg,Finesse Shot,1,0,0,1,0,0,0,0,0,0,0,0,0,ST,7
Doğan Erdoğan,67,56,54,65,66,62,70,68,46,57,42,70,66,54,45,63,58,63,69,68,64,65,67,59,66,68,61,66,60,57,66,62,73,69,71,66,CDM,3,3,Right,"182cm / 6'0""",79kg / 174lb,CM,28,Turkey,Trendyol Süper Lig,Göztepe,,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,3
Onur Ergün,67,56,63,63,63,66,72,60,53,63,59,70,63,54,77,63,59,57,66,65,61,61,64,66,67,65,69,66,70,67,67,60,74,72,73,68,CDM,3,2,Right,"185cm / 6'1""",77kg / 170lb,CM,31,Turkey,Trendyol Süper Lig,Başakşehir,,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,3
August Erlingmark,67,63,55,57,60,66,75,56,69,60,52,66,57,39,44,59,49,33,65,57,41,56,61,64,65,63,59,66,68,68,66,59,72,75,73,79,CDM,3,2,Right,"189cm / 6'2""",80kg / 176lb,"CM, CB",26,Sweden,Allsvenskan,IFK Göteborg,,0,1,1,0,0,0,0,0,0,0,0,0,0,CDM,1
Pablo Erustes,67,72,68,52,63,20,58,71,72,68,71,68,65,65,60,55,46,40,59,42,48,61,68,73,65,62,59,11,68,14,18,11,73,69,61,33,ST,4,2,Left,"175cm / 5'9""",70kg / 154lb,RM,30,Argentina,Sudamericana,Dep. Garcilaso,,0,1,0,0,0,0,0,0,0,0,0,0,0,ST,7
Anderson Esiti,67,52,45,56,56,68,78,57,48,48,33,68,48,35,47,50,43,34,68,66,41,59,36,40,58,60,65,67,66,68,70,62,69,65,85,80,CDM,3,2,Right,"189cm / 6'2""",84kg / 185lb,,30,Nigeria,Magyar Liga,Ferencvárosi TC,Bruiser,0,0,0,0,0,0,0,0,0,1,0,0,0,CDM,4
Mustafa Eskihellaç,67,86,55,59,68,53,59,87,86,61,54,67,46,47,53,53,63,41,62,60,61,70,82,73,60,64,58,50,46,52,58,53,66,73,56,48,RM,1,3,Right,"175cm / 5'9""",72kg / 159lb,"RB, LM, RW",27,Turkey,Trendyol Süper Lig,Gaziantep,"Intercept, Rapid",1,1,1,0,0,0,0,0,0,1,0,0,0,RM,5
Dani Tasende,67,71,50,67,63,63,54,73,69,58,38,63,60,62,49,70,65,69,70,59,63,61,71,66,64,66,52,63,57,64,64,62,57,70,44,58,LB,3,3,Left,"172cm / 5'8""",64kg / 141lb,LM,24,Spain,LALIGA HYPERMOTION,Real Zaragoza,,0,1,0,0,0,0,0,0,0,0,0,0,0,LB,8
Derrick Etienne Jr.,67,81,62,61,67,40,64,83,80,64,63,68,54,58,53,64,60,40,65,56,67,65,80,77,63,65,66,42,42,50,33,27,64,71,61,63,LM,3,3,Right,"178cm / 5'10""",77kg / 170lb,"RM, LW",27,Haiti,MLS,Toronto FC,Technical,1,1,0,0,0,0,0,1,0,0,0,0,0,LM,5
Lee Evans,67,52,63,67,65,66,78,53,51,58,57,71,68,68,55,67,66,67,68,69,63,65,63,65,68,66,69,68,54,67,68,64,67,81,80,74,CM,4,2,Right,"185cm / 6'1""",88kg / 194lb,CDM,30,Wales,EFL League One,Blackpool,,0,1,0,0,0,0,0,0,0,0,0,0,0,CM,3
Ched Evans,67,52,68,59,66,39,79,55,49,69,68,72,65,69,64,64,55,54,62,53,57,66,59,68,65,67,66,40,72,32,37,35,81,62,82,90,ST,3,2,Right,"183cm / 6'0""",76kg / 168lb,,35,Wales,EFL Championship,Preston,,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,7
Noah Fadiga,67,83,49,60,66,61,64,81,84,66,50,50,45,39,50,57,66,40,65,57,44,65,74,67,59,65,62,59,50,60,65,65,69,70,61,63,RB,5,3,Right,"187cm / 6'2""",76kg / 168lb,RM,24,Senegal,1A Pro League,KAA Gent,,0,1,0,0,0,0,0,0,0,0,0,0,0,RB,8
Diego Falcinelli,67,48,69,53,68,23,58,55,42,72,70,70,65,66,65,58,32,45,64,54,45,67,66,65,68,70,69,20,67,20,15,15,68,43,70,45,ST,3,3,Left,"186cm / 6'1""",75kg / 165lb,,33,Italy,Serie BKT,Spezia,Power Header,0,0,0,1,0,0,0,0,0,0,0,0,0,ST,7
Akin Famewo,67,69,22,44,53,65,79,70,69,38,19,27,19,25,28,33,47,20,53,44,39,49,61,60,63,55,52,64,64,66,66,64,82,69,87,69,CB,3,2,Left,"187cm / 6'2""",76kg / 168lb,LB,25,England,EFL Championship,Sheffield Wed,,0,0,1,0,0,0,0,0,0,0,0,0,0,CB,4
Marco Farfan,67,70,45,54,67,64,67,70,70,48,45,41,49,30,56,35,59,37,65,55,38,66,76,88,66,63,55,63,54,65,65,65,65,75,64,67,LB,3,2,Left,"178cm / 5'10""",72kg / 159lb,LM,25,United States,MLS,FC Dallas,,0,1,0,0,0,0,0,0,0,0,0,0,0,LB,1
Gonçalo Costa,67,76,41,49,73,62,62,75,77,64,42,35,39,34,49,62,62,39,41,31,60,75,71,73,59,76,55,58,51,63,66,70,63,73,56,62,LB,2,2,Left,"178cm / 5'10""",68kg / 150lb,LM,24,Portugal,Liga Portugal,Estoril Praia,,0,1,0,0,0,0,0,0,0,0,0,0,0,LB,9
Jacob Farrell,67,64,43,49,59,66,79,67,61,50,36,62,45,30,32,44,59,35,51,41,43,57,59,56,67,61,51,64,58,67,70,66,74,82,79,78,LB,3,2,Left,"180cm / 5'11""",75kg / 165lb,CB,21,Australia,EFL Championship,Portsmouth,"Bruiser, Intercept, Slide Tackle",0,0,1,0,0,0,0,0,0,3,0,0,0,LB,1
Mohamed Farsi,67,83,52,61,68,60,56,83,83,66,50,60,48,48,34,58,65,48,65,53,61,69,78,71,60,65,64,57,46,61,64,63,61,73,50,48,RM,3,3,Right,"178cm / 5'10""",68kg / 150lb,"RB, RW",24,Canada,MLS,Columbus Crew,Rapid,1,0,1,0,0,0,0,0,0,0,0,0,0,RM,8
Manuel Feil,67,63,58,62,71,42,55,75,53,61,60,61,54,55,49,65,63,40,66,54,58,67,91,90,68,69,66,38,54,35,48,44,54,81,41,58,RM,3,3,Right,"171cm / 5'7""",74kg / 163lb,RW,29,Germany,Bundesliga 2,SV Elversberg,Technical,1,0,0,0,0,0,0,1,0,0,0,0,0,RM,5
Hugo Fernández,67,78,59,63,66,43,55,75,80,60,65,60,50,39,48,60,65,44,70,61,48,70,73,64,51,61,54,50,40,40,40,49,53,69,51,48,LM,2,3,Left,"172cm / 5'8""",71kg / 157lb,"ST, LW",26,Paraguay,Sudamericana,Olimpia,,2,0,0,0,0,0,0,0,0,0,0,0,0,LM,5
Guillermo,67,72,68,59,66,32,70,71,72,66,70,67,63,63,77,58,59,56,63,52,64,65,75,66,66,65,64,23,62,33,29,27,74,81,70,57,ST,3,3,Right,"181cm / 5'11""",74kg / 163lb,,31,Spain,ISL,NorthEast United,,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,7
Matias Fernandez-Pardo,67,75,64,64,70,39,53,79,71,61,66,61,61,58,70,57,65,60,71,58,58,71,74,67,67,70,51,36,51,41,36,32,63,62,52,41,CAM,3,3,Right,"183cm / 6'0""",72kg / 159lb,,19,Belgium,Ligue 1 McDonald's,LOSC Lille,,0,0,0,0,0,0,0,0,0,0,0,0,0,CAM,5
Gianluca Ferrari,67,71,43,59,60,63,79,70,71,47,37,57,42,40,39,45,61,29,70,65,47,59,61,55,61,63,57,59,70,61,64,65,79,84,78,76,CB,3,2,Right,"181cm / 5'11""",76kg / 168lb,,27,Argentina,Primera División,Atlético Tucumán,Power Header,0,0,0,1,0,0,0,0,0,0,0,0,0,CB,1
Rodi Ferreira,67,83,35,48,64,63,64,81,85,52,32,30,42,32,46,35,53,54,52,48,45,61,83,63,62,62,63,62,50,65,66,65,67,75,57,66,RB,2,2,Right,"173cm / 5'8""",63kg / 139lb,RM,26,Paraguay,Sudamericana,Sportivo Luqueño,,0,1,0,0,0,0,0,0,0,0,0,0,0,RB,1
Miguel Sousa,67,64,62,68,68,41,48,65,64,67,63,62,64,53,58,67,66,64,71,65,66,65,79,75,66,70,59,28,45,43,44,47,49,56,46,43,CAM,4,3,Right,"176cm / 5'9""",68kg / 150lb,"CM, RM",25,Portugal,Liga Portugal,Casa Pia AC,,0,2,0,0,0,0,0,0,0,0,0,0,0,CAM,5
Rafael Nel,67,77,67,52,70,24,65,78,76,64,71,68,62,59,64,61,30,51,62,47,40,68,73,75,58,73,61,27,66,15,20,14,76,72,64,54,ST,4,2,Right,"182cm / 6'0""",72kg / 159lb,"RW, CAM",19,Portugal,Liga Portugal,Sporting CP,,1,1,0,0,0,0,0,0,0,0,0,0,0,ST,7
Salva Ferrer,67,67,34,57,60,65,71,71,63,50,25,48,33,38,48,51,70,35,59,52,57,58,66,65,61,59,56,65,63,66,62,69,76,67,72,70,RB,3,2,Right,"184cm / 6'0""",73kg / 161lb,,26,Spain,Serie BKT,Spezia,,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,1
Kolbeinn Birgir Finnsson,67,76,54,61,64,61,70,74,77,59,49,65,60,43,34,59,65,57,62,60,61,61,68,71,65,65,63,60,57,63,62,60,72,73,69,66,LB,3,2,Left,"181cm / 5'11""",77kg / 170lb,,25,Iceland,Eredivisie,FC Utrecht,,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,8
Aden Flint,67,35,44,44,48,66,79,34,36,48,45,58,30,34,36,42,30,25,54,53,24,45,33,34,64,56,62,63,69,66,67,65,63,67,88,76,CB,3,2,Right,"197cm / 6'6""",83kg / 183lb,,35,England,EFL League One,Mansfield Town,"Aerial, Block, Bruiser, Long Ball Pass, Power Header",0,0,0,1,0,1,0,0,0,2,0,1,0,CB,4
Eduard Florescu,67,69,68,66,66,54,65,68,70,60,65,77,71,63,65,65,61,68,68,67,63,62,71,64,65,70,68,60,54,49,56,49,61,88,58,55,RM,3,3,Left,"188cm / 6'2""",69kg / 152lb,"CM, RW",27,Romania,SUPERLIGA,FC Botoșani,,1,1,0,0,0,0,0,0,0,0,0,0,0,RM,8
José Fontán,67,62,45,62,62,69,61,64,60,49,44,49,48,29,36,55,67,27,70,56,60,59,60,63,64,69,54,65,72,66,73,69,72,60,59,65,CB,3,2,Left,"183cm / 6'0""",76kg / 168lb,LB,24,Spain,Liga Portugal,Arouca,,0,0,1,0,0,0,0,0,0,0,0,0,0,CB,9
Alessandro Fontanarosa,67,75,58,61,65,67,64,78,72,50,59,70,48,45,58,56,61,46,69,60,51,63,70,68,60,66,68,65,68,65,69,68,77,50,66,71,CB,3,2,Left,"185cm / 6'1""",71kg / 157lb,LB,21,Italy,Serie BKT,Reggiana,Slide Tackle,0,0,1,0,0,0,0,0,0,1,0,0,0,CB,8
Iver Fossum,67,68,62,65,68,62,74,69,67,69,60,69,60,63,60,66,62,67,65,64,69,69,72,76,66,65,66,64,61,58,66,62,71,91,70,63,CM,4,3,Right,"180cm / 5'11""",73kg / 161lb,,28,Norway,1A Pro League,KV Kortrijk,"Long Ball Pass, Press Proven, Relentless",0,0,0,0,0,1,0,1,0,0,0,1,0,CM,8
Abu Francis,67,73,66,63,70,64,68,72,74,66,67,72,66,60,48,66,54,54,68,63,59,68,74,70,66,72,65,65,60,61,68,65,73,61,69,73,CM,3,3,Right,"184cm / 6'0""",72kg / 159lb,,23,Ghana,1A Pro League,Cercle Brugge,"Flair, Technical",0,0,0,0,0,0,0,2,0,0,0,0,0,CM,8
Juan José Franco,67,65,53,61,64,66,61,67,63,65,53,54,55,24,50,65,64,33,64,58,53,66,57,70,63,63,60,70,50,67,67,63,59,70,57,60,RB,2,2,Right,"175cm / 5'9""",77kg / 170lb,CM,32,Paraguay,Primera División,Instituto,,0,1,0,0,0,0,0,0,0,0,0,0,0,RB,8
Lukas Fridrikas,67,76,67,61,67,30,65,75,76,68,69,68,65,57,62,62,63,57,63,57,57,67,74,60,61,69,63,24,61,30,26,23,73,79,65,43,ST,3,3,Right,"180cm / 5'11""",75kg / 165lb,,26,Austria,Ö. Bundesliga,SCR Altach,,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,7
Nils Fröling,67,83,69,56,68,38,79,74,91,65,66,77,70,69,73,63,60,46,61,41,35,68,76,82,65,64,62,37,46,42,39,18,70,85,77,81,LM,4,3,Right,"180cm / 5'11""",80kg / 176lb,"RW, LW",24,Sweden,3. Liga,FC Hansa Rostock,Long Throw,2,0,0,0,0,0,0,0,0,0,0,0,0,LM,7
Aldair Fuentes,67,56,45,54,55,65,81,61,51,50,45,55,35,31,44,55,35,35,65,63,37,50,62,29,63,64,58,60,57,68,68,63,76,73,87,75,CDM,3,3,Right,"193cm / 6'4""",91kg / 201lb,"CM, CB",26,Peru,Libertadores,Alianza Lima,"Block, Bruiser",0,1,1,0,0,0,0,0,0,2,0,0,0,CDM,4
Michael Fuentes Vadulli,67,78,60,58,67,30,58,76,79,67,64,54,59,46,57,59,62,46,63,48,41,69,72,60,59,67,55,37,37,21,32,27,60,76,62,24,LM,3,4,Right,"177cm / 5'10""",72kg / 159lb,LW,26,Chile,Libertadores,Palestino,,1,0,0,0,0,0,0,0,0,0,0,0,0,LM,5
Joel Chima Fujita,67,67,57,61,65,64,67,76,60,57,56,65,58,41,51,63,44,53,70,66,45,64,73,78,59,66,51,67,50,58,71,67,69,67,66,69,CDM,3,2,Right,"175cm / 5'9""",76kg / 168lb,CM,22,Japan,1A Pro League,STVV,,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,8
Anton Gaaei,67,83,48,57,65,58,67,82,84,62,48,52,45,45,41,59,65,38,58,48,56,66,73,66,58,65,48,59,48,56,63,60,66,85,59,64,RB,3,2,Right,"183cm / 6'0""",76kg / 168lb,,21,Denmark,Eredivisie,Ajax,Whipped Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,8
Munashe Garananga,67,64,34,47,46,66,71,61,67,22,33,51,26,20,39,30,32,19,64,60,46,41,52,54,62,48,50,65,70,63,67,66,76,60,76,72,CB,3,2,Right,"186cm / 6'1""",80kg / 176lb,,23,Zimbabwe,3F Superliga,F.C. København,,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,4
Mender García,67,81,68,45,66,25,68,79,82,71,69,75,62,52,63,51,30,39,52,39,55,66,71,68,60,67,55,12,55,30,21,20,79,73,76,40,ST,3,3,Right,"180cm / 5'11""",66kg / 146lb,,25,Colombia,Sudamericana,Indep. Medellín,Rapid,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,7
Jon García,67,68,35,51,54,67,66,69,67,26,31,46,29,36,51,46,35,30,65,57,35,43,53,73,75,62,65,72,60,65,66,68,69,66,65,69,CB,3,2,Right,"177cm / 5'10""",70kg / 154lb,,33,Spain,LALIGA HYPERMOTION,Albacete BP,,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,1
Anselmo García MacNulty,67,69,35,55,61,66,73,68,69,29,34,48,28,27,35,49,62,33,62,51,42,59,66,62,56,63,54,64,70,66,65,68,76,70,73,78,CB,3,2,Left,"187cm / 6'2""",78kg / 172lb,LB,21,Republic of Ireland,Eredivisie,PEC Zwolle,,0,0,1,0,0,0,0,0,0,0,0,0,0,CB,1
Víctor García,67,70,51,63,64,62,59,72,69,52,45,58,54,55,58,59,66,72,64,58,70,64,57,70,61,66,59,62,62,62,61,63,71,74,62,32,LB,2,3,Left,"180cm / 5'11""",74kg / 163lb,LM,30,Spain,LALIGA HYPERMOTION,Málaga CF,,0,1,0,0,0,0,0,0,0,0,0,0,0,LB,8
Luis Garro,67,72,57,58,63,65,62,71,73,60,58,58,55,45,62,52,64,55,60,55,61,60,73,67,62,65,58,65,62,66,64,63,72,65,66,48,RB,3,2,Right,"175cm / 5'9""",75kg / 165lb,RM,28,Peru,Sudamericana,Sport Huancayo,,0,1,0,0,0,0,0,0,0,0,0,0,0,RB,8
Yarek,67,67,50,55,53,69,66,66,68,40,50,56,47,41,53,58,48,34,61,59,45,42,69,65,59,60,52,69,75,70,68,66,75,70,63,65,CB,3,2,Left,"190cm / 6'3""",75kg / 165lb,LB,19,Spain,LALIGA EA SPORTS,Valencia CF,,0,0,1,0,0,0,0,0,0,0,0,0,0,CB,1
Christian Gebauer,67,79,62,58,66,52,71,84,75,64,64,63,58,58,52,57,61,42,62,51,54,65,70,71,66,66,59,55,57,49,54,48,80,80,75,47,RM,3,3,Right,"187cm / 6'2""",75kg / 165lb,"RB, RW",30,Austria,Ö. Bundesliga,SCR Altach,Rapid,1,0,1,0,0,0,0,0,0,0,0,0,0,RM,8
Andreas Geipl,67,62,53,59,61,68,72,71,54,44,44,72,56,47,59,52,60,57,64,60,45,57,73,78,66,59,62,67,60,70,70,69,72,77,65,81,CDM,3,2,Right,"178cm / 5'10""",73kg / 161lb,CM,32,Germany,Bundesliga 2,Jahn Regensburg,"Jockey, Long Ball Pass, Slide Tackle",0,1,0,0,0,1,0,0,0,2,0,0,0,CDM,3
Fabio Gerli,67,62,58,67,68,62,60,59,65,58,57,61,60,51,60,68,60,58,72,65,64,64,77,83,68,70,63,60,54,65,61,68,54,84,51,55,CM,3,3,Right,"173cm / 5'8""",68kg / 150lb,CDM,27,Italy,Serie BKT,Modena,"Anticipate, Incisive Pass, Intercept, Relentless, Slide Tackle",0,1,0,0,0,1,0,0,0,3,0,1,0,CM,8
Krystian Getinger,67,74,62,62,62,62,70,75,73,64,58,66,68,51,63,66,64,68,61,57,60,61,59,62,63,65,66,62,61,62,61,62,75,73,70,67,LB,4,3,Left,"188cm / 6'2""",78kg / 172lb,LM,36,Poland,PKO BP Ekstraklasa,Stal Mielec,,0,1,0,0,0,0,0,0,0,0,0,0,0,LB,8
